"ExcelRow","TipoActivo","Condicion","Antiguedad","Ubicacion","AlturaLibre","AlturaPuerta","Parqueadero","IndiceParqueaderos","AreaVendible","ViasAcceso","CertificacionSostenibilidad","Subarriendo","ExcelComercializacion","ExcelRestitucion","ExcelNormativo","ExcelAmbiental","ExcelGeneral","ExcelLeasingFinanciero","ExcelPlanFlexible","ReglasDRLAplicadas","DeltaRiesgo","ClasificacionDerivada","RequiereRevisionManual","AccionDerivada"
"7060","BODEGA","NUEVO","","ZONA_INDUSTRIAL","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","1","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7061","BODEGA","NUEVO","","OTRA_UBICACION","DOBLE_ALTURA","MENOR_3_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","9","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7062","BODEGA","NUEVO","","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-11","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7063","BODEGA","NUEVO","","ZONA_FRANCA","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-8","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7064","BODEGA","NUEVO","","ZONA_INDUSTRIAL","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-1","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7065","BODEGA","NUEVO","","OTRA_UBICACION","TRIPLE_ALTURA","MENOR_3_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","7","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7066","BODEGA","NUEVO","","PARQUE_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-1","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7067","BODEGA","NUEVO","","ZONA_FRANCA","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","2","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7068","BODEGA","NUEVO","","ZONA_INDUSTRIAL","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","9","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7069","BODEGA","NUEVO","","OTRA_UBICACION","MENOR_7","ENTRE_3_5_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Otra | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","17","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7070","BODEGA","NUEVO","","PARQUE_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Parque | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-19","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7071","BODEGA","NUEVO","","ZONA_FRANCA","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-16","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7072","BODEGA","NUEVO","","ZONA_INDUSTRIAL","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-9","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7073","BODEGA","NUEVO","","OTRA_UBICACION","DOBLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-1","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7074","BODEGA","NUEVO","","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-21","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7075","BODEGA","NUEVO","","ZONA_FRANCA","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-18","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7076","BODEGA","NUEVO","","ZONA_INDUSTRIAL","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-11","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7077","BODEGA","NUEVO","","OTRA_UBICACION","TRIPLE_ALTURA","ENTRE_3_5_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Entre 3 5 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-3","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7078","BODEGA","NUEVO","","PARQUE_INDUSTRIAL","MENOR_7","MAYOR_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-3","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7079","BODEGA","NUEVO","","ZONA_FRANCA","MENOR_7","MAYOR_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","0","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7080","BODEGA","NUEVO","","ZONA_INDUSTRIAL","MENOR_7","MAYOR_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","7","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7081","BODEGA","NUEVO","","OTRA_UBICACION","MENOR_7","MAYOR_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Otra | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","15","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7082","BODEGA","NUEVO","","PARQUE_INDUSTRIAL","DOBLE_ALTURA","MAYOR_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Parque | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-21","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7083","BODEGA","NUEVO","","ZONA_FRANCA","DOBLE_ALTURA","MAYOR_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-18","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7084","BODEGA","NUEVO","","ZONA_INDUSTRIAL","DOBLE_ALTURA","MAYOR_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-11","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7085","BODEGA","NUEVO","","OTRA_UBICACION","DOBLE_ALTURA","MAYOR_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-3","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7086","BODEGA","NUEVO","","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","MAYOR_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-23","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7087","BODEGA","NUEVO","","ZONA_FRANCA","TRIPLE_ALTURA","MAYOR_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-20","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7088","BODEGA","NUEVO","","ZONA_INDUSTRIAL","TRIPLE_ALTURA","MAYOR_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-13","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7089","BODEGA","NUEVO","","OTRA_UBICACION","TRIPLE_ALTURA","MAYOR_4_5","SI","MENOR_50","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Bajo","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Concepto Favorable","Bodega Matrix - Condition New | Bodega Matrix - Location Otra | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Mayor 4 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix - Parking Index Menor 50 | Bodega Matrix Final Classification Favorable","-5","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7090","BODEGA","NUEVO","","PARQUE_INDUSTRIAL","MENOR_7","MENOR_3_5","SI","ENTRE_50_100","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Alto","Bajo","Medio","Bajo","Medio","Requiere concepto especialista","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Parque | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix Final Classification Favorable","11","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7091","BODEGA","NUEVO","","ZONA_FRANCA","MENOR_7","MENOR_3_5","SI","ENTRE_50_100","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Alto","Bajo","Medio","Bajo","Medio","Requiere concepto especialista","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix Final Classification Favorable","14","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7092","BODEGA","NUEVO","","ZONA_INDUSTRIAL","MENOR_7","MENOR_3_5","SI","ENTRE_50_100","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Alto","Bajo","Medio","Bajo","Medio","Requiere concepto especialista","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix Final Classification Medium","21","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"7093","BODEGA","NUEVO","","OTRA_UBICACION","MENOR_7","MENOR_3_5","SI","ENTRE_50_100","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Alto","Bajo","Medio","Bajo","Medio","Requiere concepto especialista","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Otra | Bodega Matrix - Height Menor 7 | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix Final Classification Medium","29","MEDIO","true","REQUIERE_CONCEPTO_ESPECIALISTA"
"7094","BODEGA","NUEVO","","PARQUE_INDUSTRIAL","DOBLE_ALTURA","MENOR_3_5","SI","ENTRE_50_100","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Parque | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix Final Classification Favorable","-7","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7095","BODEGA","NUEVO","","ZONA_FRANCA","DOBLE_ALTURA","MENOR_3_5","SI","ENTRE_50_100","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix Final Classification Favorable","-4","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7096","BODEGA","NUEVO","","ZONA_INDUSTRIAL","DOBLE_ALTURA","MENOR_3_5","SI","ENTRE_50_100","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Industrial | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix Final Classification Favorable","3","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7097","BODEGA","NUEVO","","OTRA_UBICACION","DOBLE_ALTURA","MENOR_3_5","SI","ENTRE_50_100","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Otra | Bodega Matrix - Height Doble | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix Final Classification Favorable","11","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7098","BODEGA","NUEVO","","PARQUE_INDUSTRIAL","TRIPLE_ALTURA","MENOR_3_5","SI","ENTRE_50_100","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Parque | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix Final Classification Favorable","-9","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
"7099","BODEGA","NUEVO","","ZONA_FRANCA","TRIPLE_ALTURA","MENOR_3_5","SI","ENTRE_50_100","ENTRE_500_1000","VIA_SECUNDARIA_BUENAS","","","Medio","Bajo","Medio","Bajo","Bajo","Concepto Favorable","Requiere concepto especialista","Bodega Matrix - Condition New | Bodega Matrix - Location Zona Franca | Bodega Matrix - Height Triple | Bodega Matrix - Access Door Menor 3 5 | Bodega Matrix - Area Entre 500 1000 | Bodega Matrix - Access Road Secondary Good | Bodega Matrix - Parking Availability Yes | Bodega Matrix Final Classification Favorable","-6","FAVORABLE","false","APPROVE_OR_FAVORABLE_CONCEPT"
